votes_per_item;method;accuracy_conf;accuracy_conf_std;accuracy_prob_conf;accuracy_prob_conf_std;precision_conf;precision_std;recall_conf;recall_conf_std;accuracy;accuracy_std;accuracy_prob;accuracy_prob_std;votes_per_worker_mean;votes_per_worker_std
21;avlog;;;;;;;;;0.7635263158;0.03607859227;;;4.719101124;3.215093491
21;mcmc;;;;;;;;;0.7775263158;0.03907592581;0.7770263158;0.03805199461;4.719101124;3.215093491
21;mv_f;;;;;;;;;0.8005263158;0.04337876729;0.7373019813;0.03052599188;4.719101124;3.215093491
21;mcmc_conf;0.847326897;0.03308104846;0.8021091052;0.03215192003;0.8565364521;0.0842402944;0.5241210135;0.09535033395;0.8027763158;0.04303965068;0.8025263158;0.04330833855;4.719101124;3.215093491
21;truth_finder_f;;;;;;;;;0.8015263158;0.04392795033;0.801526952;0.04392715004;4.719101124;3.215093491
21;inv;;;;;;;;;0.8015263158;0.0531945939;;;4.719101124;3.215093491
21;D&S_f;;;;;;;;;0.7795263158;0.05303605108;0.7375921607;0.04692309571;4.719101124;3.215093491
21;sums;;;;;;;;;0.7574736842;0.04184577938;;;4.719101124;3.215093491
21;D&S;;;;;;;;;0.7885263158;0.04870272763;0.7358328953;0.04078777511;4.719101124;3.215093491
21;inv_f;;;;;;;;;0.8226315789;0.04610298;;;4.719101124;3.215093491
21;avlog_f;;;;;;;;;0.7995263158;0.04507516038;;;4.719101124;3.215093491
21;mv;;;;;;;;;0.7654210526;0.03165784005;0.6501478697;0.01070919693;4.719101124;3.215093491
21;sums_f;;;;;;;;;0.8005263158;0.04670885838;;;4.719101124;3.215093491
21;pinv;;;;;;;;;0.7954736842;0.05243922746;;;4.719101124;3.215093491
21;pinv_f;;;;;;;;;0.8216315789;0.04494160569;;;4.719101124;3.215093491
21;mcmc_f;;;;;;;;;0.8025263158;0.04330833855;0.8027763158;0.04303965068;4.719101124;3.215093491
23;truth_finder;;;;;;;;;0.7697894737;0.03300818332;0.7698518438;0.03298475033;5.054945055;3.774881229
23;avlog;;;;;;;;;0.7567368421;0.03475741018;;;5.054945055;3.774881229
23;mcmc;;;;;;;;;0.7747368421;0.04173189723;0.7747368421;0.03821388814;5.054945055;3.774881229
23;mv_f;;;;;;;;;0.7997894737;0.04361389395;0.726923875;0.03158411881;5.054945055;3.774881229
23;mcmc_conf;0.846907023;0.03241601185;0.8001023885;0.03035622983;0.8608370814;0.06432817456;0.5169837997;0.09902992622;0.8020394737;0.04367415269;0.8017894737;0.04357767606;5.054945055;3.774881229
23;truth_finder_f;;;;;;;;;0.7997894737;0.04245199342;0.7997896695;0.04245197039;5.054945055;3.774881229
23;inv;;;;;;;;;0.8048421053;0.04372654892;;;5.054945055;3.774881229
23;D&S_f;;;;;;;;;0.8057894737;0.04968599462;0.7593889487;0.04745864876;5.054945055;3.774881229
23;sums;;;;;;;;;0.7447368421;0.03501088078;;;5.054945055;3.774881229
23;D&S;;;;;;;;;0.8258421053;0.04709185343;0.7699228628;0.04356021717;5.054945055;3.774881229
23;inv_f;;;;;;;;;0.8107894737;0.04621475223;;;5.054945055;3.774881229
23;avlog_f;;;;;;;;;0.7977894737;0.04355834753;;;5.054945055;3.774881229
23;mv;;;;;;;;;0.7687368421;0.03320230943;0.6499839817;0.008955646179;5.054945055;3.774881229
23;sums_f;;;;;;;;;0.8007894737;0.04529451178;;;5.054945055;3.774881229
23;pinv;;;;;;;;;0.8068421053;0.03589766927;;;5.054945055;3.774881229
23;pinv_f;;;;;;;;;0.8157894737;0.04419172533;;;5.054945055;3.774881229
23;mcmc_f;;;;;;;;;0.8017894737;0.04357767606;0.8020394737;0.04367415269;5.054945055;3.774881229
25;truth_finder;;;;;;;;;0.773;0.04495553359;0.7730227656;0.04493791338;5.263157895;3.918137383
25;avlog;;;;;;;;;0.762;0.03815756806;;;5.263157895;3.918137383
25;mcmc;;;;;;;;;0.778;0.0318747549;0.77575;0.03176180883;5.263157895;3.918137383
25;mv_f;;;;;;;;;0.8;0.04242640687;0.7311085567;0.02781528789;5.263157895;3.918137383
25;mcmc_conf;0.8429362148;0.03083549949;0.799896122;0.0290110591;0.8539722918;0.07139599478;0.5114923512;0.08805753433;0.801;0.0427814212;0.801;0.043;5.263157895;3.918137383
25;truth_finder_f;;;;;;;;;0.801;0.043;0.8010000218;0.04299999181;5.263157895;3.918137383
25;inv;;;;;;;;;0.832;0.04331281566;;;5.263157895;3.918137383
25;D&S_f;;;;;;;;;0.806;0.06296030495;0.7646837949;0.05625383764;5.263157895;3.918137383
25;sums;;;;;;;;;0.759;0.03562302626;;;5.263157895;3.918137383
25;D&S;;;;;;;;;0.824;0.0512249939;0.7790404064;0.0424375438;5.263157895;3.918137383
25;inv_f;;;;;;;;;0.823;0.04026164428;;;5.263157895;3.918137383
25;avlog_f;;;;;;;;;0.799;0.04182104733;;;5.263157895;3.918137383
25;mv;;;;;;;;;0.763;0.03436568055;0.65008;0.008569340698;5.263157895;3.918137383
25;sums_f;;;;;;;;;0.799;0.04182104733;;;5.263157895;3.918137383
25;pinv;;;;;;;;;0.815;0.04387482194;;;5.263157895;3.918137383
25;pinv_f;;;;;;;;;0.823;0.04267317659;;;5.263157895;3.918137383
25;mcmc_f;;;;;;;;;0.801;0.043;0.801;0.0427814212;5.263157895;3.918137383
27;truth_finder;;;;;;;;;0.771;0.0347706773;0.771019002;0.03475006323;5.806451613;4.328594757
27;avlog;;;;;;;;;0.758;0.03218695388;;;5.806451613;4.328594757
27;mcmc;;;;;;;;;0.786;0.04004996879;0.781;0.03616282622;5.806451613;4.328594757
27;mv_f;;;;;;;;;0.793;0.03163858404;0.7255386568;0.02581687156;5.806451613;4.328594757
27;mcmc_conf;0.8440020774;0.02468866435;0.7993490451;0.02446676902;0.8617269806;0.06275138324;0.506453568;0.07478203136;0.79625;0.03555365663;0.797;0.03796050579;5.806451613;4.328594757
27;truth_finder_f;;;;;;;;;0.792;0.03789459064;0.7920000283;0.03789457868;5.806451613;4.328594757
27;inv;;;;;;;;;0.819;0.04988987873;;;5.806451613;4.328594757
27;D&S_f;;;;;;;;;0.806;0.058;0.778505489;0.04821771461;5.806451613;4.328594757
27;sums;;;;;;;;;0.744;0.03104834939;;;5.806451613;4.328594757
27;D&S;;;;;;;;;0.843;0.03001666204;0.805363264;0.03127352506;5.806451613;4.328594757
27;inv_f;;;;;;;;;0.822;0.046;;;5.806451613;4.328594757
27;avlog_f;;;;;;;;;0.795;0.03354101966;;;5.806451613;4.328594757
27;mv;;;;;;;;;0.768;0.026;0.6492592593;0.008131295704;5.806451613;4.328594757
27;sums_f;;;;;;;;;0.795;0.03354101966;;;5.806451613;4.328594757
27;pinv;;;;;;;;;0.813;0.041;;;5.806451613;4.328594757
27;pinv_f;;;;;;;;;0.822;0.04261455151;;;5.806451613;4.328594757
27;mcmc_f;;;;;;;;;0.797;0.03796050579;0.79625;0.03555365663;5.806451613;4.328594757
29;truth_finder;;;;;;;;;0.754;0.01959591794;0.7540254145;0.01958510275;6.23655914;4.419891132
29;avlog;;;;;;;;;0.747;0.01187434209;;;6.23655914;4.419891132
29;mcmc;;;;;;;;;0.768;0.0312409987;0.76475;0.02836040373;6.23655914;4.419891132
29;mv_f;;;;;;;;;0.777;0.03494281042;0.7183182372;0.02280948004;6.23655914;4.419891132
29;mcmc_conf;0.8333056773;0.02553255997;0.7897550596;0.02454161677;0.8392014383;0.06356629547;0.4750055415;0.07675796507;0.7805;0.03784507894;0.781;0.03858756276;6.23655914;4.419891132
29;truth_finder_f;;;;;;;;;0.779;0.0347706773;0.7790000203;0.03477066245;6.23655914;4.419891132
29;inv;;;;;;;;;0.809;0.02947880595;;;6.23655914;4.419891132
29;D&S_f;;;;;;;;;0.828;0.04261455151;0.8019017409;0.03156136918;6.23655914;4.419891132
29;sums;;;;;;;;;0.74;0.0316227766;;;6.23655914;4.419891132
29;D&S;;;;;;;;;0.847;0.0232594067;0.8293986237;0.02363166312;6.23655914;4.419891132
29;inv_f;;;;;;;;;0.803;0.04172529209;;;6.23655914;4.419891132
29;avlog_f;;;;;;;;;0.779;0.03618010503;;;6.23655914;4.419891132
29;mv;;;;;;;;;0.747;0.01187434209;0.6495517241;0.005664101445;6.23655914;4.419891132
29;sums_f;;;;;;;;;0.78;0.03605551275;;;6.23655914;4.419891132
29;pinv;;;;;;;;;0.809;0.03269556545;;;6.23655914;4.419891132
29;pinv_f;;;;;;;;;0.802;0.03994996871;;;6.23655914;4.419891132
29;mcmc_f;;;;;;;;;0.781;0.03858756276;0.7805;0.03784507894;6.23655914;4.419891132
All;truth_finder;;;;;;;;;0.755;0.015;0.7550001777;0.01499789889;6.632653061;4.96187044
All;avlog;;;;;;;;;0.75;0;;;6.632653061;4.96187044
