_unit_id;_created_at;_golden;_id;_missed;_started_at;_tainted;_channel;_trust;_worker_id;_country;_region;_city;_ip;crowd_ans;gt;gt_conf;plot;question_n;v1;v10;v2;v3;v4;v5;v6;v7;v8;v9
2170270100;2/23/2019 00:25:34;false;4552455719;;2/23/2019 00:24:28;false;clixsense;1.0;43262972;VEN;13;Barquisimeto;186.92.5.197;Mid90s;Mid90s;Skate Kitchen;This movie follows a teenager named Stevie growing up in Los Angeles. He's struggling with his family, including his co-dependent single mom and his abusive older brother, and at school, where his richer friends seem to overlook him. When Stevie befriends a crew of skateboarders, he learns some tough lessons about class, race, and privilege.;1;Quarto potere;I don't know;Il tesoro della Sierra Madre;Il pianista;Il caso Spotlight;Memento;Va' e vedi;Mid90s;Skate Kitchen;Vivere
2170270100;2/23/2019 00:25:54;false;4552456741;;2/23/2019 00:24:12;false;clixsense;1.0;44628734;COL;;;186.119.19.41;Mid90s;Mid90s;Skate Kitchen;This movie follows a teenager named Stevie growing up in Los Angeles. He's struggling with his family, including his co-dependent single mom and his abusive older brother, and at school, where his richer friends seem to overlook him. When Stevie befriends a crew of skateboarders, he learns some tough lessons about class, race, and privilege.;1;Quarto potere;I don't know;Il tesoro della Sierra Madre;Il pianista;Il caso Spotlight;Memento;Va' e vedi;Mid90s;Skate Kitchen;Vivere
2170270100;2/23/2019 00:28:21;false;4552463731;;2/23/2019 00:26:23;false;neodev;1.0;43776072;VEN;;;190.77.203.182;Mid90s;Mid90s;Skate Kitchen;This movie follows a teenager named Stevie growing up in Los Angeles. He's struggling with his family, including his co-dependent single mom and his abusive older brother, and at school, where his richer friends seem to overlook him. When Stevie befriends a crew of skateboarders, he learns some tough lessons about class, race, and privilege.;1;Quarto potere;I don't know;Il tesoro della Sierra Madre;Il pianista;Il caso Spotlight;Memento;Va' e vedi;Mid90s;Skate Kitchen;Vivere
2170270100;2/23/2019 00:28:34;false;4552464243;;2/23/2019 00:27:14;false;clixsense;1.0;20525885;ESP;59;Donostia-san Sebastián;88.23.87.243;Mid90s;Mid90s;Skate Kitchen;This movie follows a teenager named Stevie growing up in Los Angeles. He's struggling with his family, including his co-dependent single mom and his abusive older brother, and at school, where his richer friends seem to overlook him. When Stevie befriends a crew of skateboarders, he learns some tough lessons about class, race, and privilege.;1;Quarto potere;I don't know;Il tesoro della Sierra Madre;Il pianista;Il caso Spotlight;Memento;Va' e vedi;Mid90s;Skate Kitchen;Vivere
2170270100;2/23/2019 00:28:40;false;4552464473;;2/23/2019 00:28:00;false;elite;1.0;44391856;EGY;6;Alexandria;41.43.194.239;Mid90s;Mid90s;Skate Kitchen;This movie follows a teenager named Stevie growing up in Los Angeles. He's struggling with his family, including his co-dependent single mom and his abusive older brother, and at school, where his richer friends seem to overlook him. When Stevie befriends a crew of skateboarders, he learns some tough lessons about class, race, and privilege.;1;Quarto potere;I don't know;Il tesoro della Sierra Madre;Il pianista;Il caso Spotlight;Memento;Va' e vedi;Mid90s;Skate Kitchen;Vivere
2170270100;2/23/2019 00:28:52;false;4552464908;;2/23/2019 00:25:40;false;elite;1.0;44279591;VEN;25;Caracas;186.167.245.127;Skate Kitchen;Mid90s;Skate Kitchen;This movie follows a teenager named Stevie growing up in Los Angeles. He's struggling with his family, including his co-dependent single mom and his abusive older brother, and at school, where his richer friends seem to overlook him. When Stevie befriends a crew of skateboarders, he learns some tough lessons about class, race, and privilege.;1;Quarto potere;I don't know;Il tesoro della Sierra Madre;Il pianista;Il caso Spotlight;Memento;Va' e vedi;Mid90s;Skate Kitchen;Vivere
2170270100;2/23/2019 00:29:58;false;4552467738;;2/23/2019 00:27:52;false;neodev;1.0;44422208;VEN;25;Caracas;186.167.248.220;I don't know;Mid90s;Skate Kitchen;This movie follows a teenager named Stevie growing up in Los Angeles. He's struggling with his family, including his co-dependent single mom and his abusive older brother, and at school, where his richer friends seem to overlook him. When Stevie befriends a crew of skateboarders, he learns some tough lessons about class, race, and privilege.;1;Quarto potere;I don't know;Il tesoro della Sierra Madre;Il pianista;Il caso Spotlight;Memento;Va' e vedi;Mid90s;Skate Kitchen;Vivere
2170270100;2/23/2019 00:30:19;false;4552468842;;2/23/2019 00:29:39;false;clixsense;1.0;44980050;TUR;68;Ankara;94.54.16.1;Mid90s;Mid90s;Skate Kitchen;This movie follows a teenager named Stevie growing up in Los Angeles. He's struggling with his family, including his co-dependent single mom and his abusive older brother, and at school, where his richer friends seem to overlook him. When Stevie befriends a crew of skateboarders, he learns some tough lessons about class, race, and privilege.;1;Quarto potere;I don't know;Il tesoro della Sierra Madre;Il pianista;Il caso Spotlight;Memento;Va' e vedi;Mid90s;Skate Kitchen;Vivere
2170270100;2/23/2019 00:30:20;false;4552468876;;2/23/2019 00:29:11;false;neodev;1.0;37665981;COL;24;Pereira;186.86.29.49;Skate Kitchen;Mid90s;Skate Kitchen;This movie follows a teenager named Stevie growing up in Los Angeles. He's struggling with his family, including his co-dependent single mom and his abusive older brother, and at school, where his richer friends seem to overlook him. When Stevie befriends a crew of skateboarders, he learns some tough lessons about class, race, and privilege.;1;Quarto potere;I don't know;Il tesoro della Sierra Madre;Il pianista;Il caso Spotlight;Memento;Va' e vedi;Mid90s;Skate Kitchen;Vivere
2170270100;2/23/2019 00:30:28;false;4552469263;;2/23/2019 00:29:25;false;neodev;1.0;39475257;VEN;25;Caracas;200.84.42.251;Mid90s;Mid90s;Skate Kitchen;This movie follows a teenager named Stevie growing up in Los Angeles. He's struggling with his family, including his co-dependent single mom and his abusive older brother, and at school, where his richer friends seem to overlook him. When Stevie befriends a crew of skateboarders, he learns some tough lessons about class, race, and privilege.;1;Quarto potere;I don't know;Il tesoro della Sierra Madre;Il pianista;Il caso Spotlight;Memento;Va' e vedi;Mid90s;Skate Kitchen;Vivere
